Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport,log_prices,log_area,log_floors,log_width,log_length,log_distance_to_beach,log_distance_to_center
2.25,78.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,13.0,2,16.0154645,108.1976131, Phạm Viết Chánh,Hòa Thọ Đông,cẩm lệ,7.64656835515986,5.116476229020093,4.651864122132446,0.8109302162163288,4.356708826689592,0.6931471805599453,1.791759469228055,2.5649493574615367,2.034256966171023,1.6324659655884284
2.2,76.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.6,16.0,2,16.0151267,108.2044735, Ông Ích Đường,Hòa Thọ Đông,cẩm lệ,7.181439370379863,4.987992051813158,4.661734955715325,0.7884573603642703,4.330733340286331,0.6931471805599453,1.5260563034950492,2.772588722239781,1.9714998323810624,1.607033434354844
2.1,84.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,21.0,2,16.0241244,108.2171347, Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,5.562607019073472,3.976662923297844,3.9759391368219577,0.7419373447293773,4.430816798843313,0.6931471805599453,1.3862943611198906,3.044522437723423,1.7160668866912792,1.3804430061079553
2.25,100.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,1,16.0205599,108.2060848, Bùi Xương Trạch,Khuê Trung,cẩm lệ,6.614557995152835,4.368088406493078,4.072956692338711,0.8109302162163288,4.605170185988092,0.0,1.6094379124341003,2.995732273553991,1.8892729767634588,1.474325477819535
1.5,66.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,16.5,1,16.0137464,108.2044932, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,7.297900694485221,5.138657187986884,4.814435111087388,0.4054651081081644,4.189654742026425,0.0,1.3862943611198906,2.803360380906535,1.9875867306984951,1.6367917978626392
2.25,80.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,13.5,2,16.0172805,108.201628, Triệu Quốc Đạt,Hòa Thọ Đông,cẩm lệ,7.204491664628993,4.811174414109968,4.420774678185881,0.8109302162163288,4.382026634673881,0.6931471805599453,1.791759469228055,2.6026896854443837,1.9747046738228693,1.5709412152528623
2.05,56.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,8.0,2,16.0241244,108.2171347, Cách Mạng Tháng 8,Khuê Trung,cẩm lệ,5.562607019073472,3.976662923297844,3.9759391368219577,0.7178397931503168,4.02535169073515,0.6931471805599453,1.9459101490553132,2.0794415416798357,1.7160668866912792,1.3804430061079553
15.0,6.0,Không,Nhà mặt tiền,Không có,5.5,12.0,5,16.0604012,108.2170183, Hoàng Diệu,Nam Dương,hải châu,3.304327533355402,0.5810390622936686,1.5756969397271998,2.70805020110221,1.791759469228055,1.6094379124341003,1.7047480922384253,2.4849066497880004,1.1952329831169324,-0.5429372915267963
7.2,78.0,Không,Nhà mặt tiền,Không có,5.5,14.5,3,16.0347762,108.217907, Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,4.600617116849255,2.8346870991995337,2.971038187331273,1.9740810260220096,4.356708826689592,1.0986122886681098,1.7047480922384253,2.6741486494265287,1.5261904503337544,1.041931560435705
7.3,66.0,Không,Nhà mặt tiền,Không có,4.1,16.0,3,16.066751,108.2418371, Phước Mỹ 3,Phước Mỹ,sơn trà,0.6448893017958006,3.3247017190452794,4.322154753588128,1.9878743481543455,4.189654742026425,1.0986122886681098,1.410986973710262,2.772588722239781,-0.438676602038431,1.2013799615259535
6.5,68.0,Không,Nhà mặt tiền,Không có,5.0,13.5,3,16.0482538,108.2223433, Tống Phước Phổ,Hòa Cường Bắc,hải châu,3.265485097425974,1.7047286767759406,2.327590026306745,1.8718021769015913,4.219507705176107,1.0986122886681098,1.6094379124341003,2.6026896854443837,1.1834083267078321,0.5334059642165914
16.5,125.0,Không,Nhà mặt tiền,Không có,5.0,25.0,4,16.0407896,108.2111494, Nguyễn Hữu Thọ,Hòa Cường Bắc,hải châu,4.72051048174597,2.0894873395519493,2.0319746507239835,2.803360380906535,4.8283137373023015,1.3862943611198906,1.6094379124341003,3.2188758248682006,1.5519169466616414,0.7369187438072897
14.2,125.0,Không,Nhà mặt tiền,Không có,5.0,24.0,4,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,4.398151517273825,0.5298745855721378,0.4799047847964753,2.653241964607215,4.8283137373023015,1.3862943611198906,1.6094379124341003,3.1780538303479458,1.4811843429429137,-0.6351149314334674
3.995,70.0,Không,Nhà mặt tiền,Không có,5.0,14.0,2,16.0732069,108.1728305, Dương Bích Liên,Hòa Minh,liên chiểu,8.047455678927445,4.41483061291276,3.649883980986675,1.385043579218238,4.248495242049359,0.6931471805599453,1.6094379124341003,2.6390573296152584,2.0853559767419783,1.4849694670487437
16.0,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,5,16.0376383,108.2228608, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4.009143855461245,2.717152216121649,3.060147884876638,2.772588722239781,4.605170185988092,1.6094379124341003,1.6094379124341003,2.995732273553991,1.3885777161448585,0.9995843524751127
100.0,450.0,Không,Nhà mặt tiền,Không có,15.0,30.0,14,16.0524115,108.2090289, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4.346895782169306,0.8500454561579067,0.8639978075900642,4.605170185988092,6.1092475827643655,2.6390573296152584,2.70805020110221,3.4011973816621555,1.4694619770630142,-0.1624654530948318
9.0,11.0,Không,Nhà mặt tiền,Không có,5.0,22.0,3,16.0327176,108.2293459, Nguyễn Lộ Trạch,Hòa Cường Nam,hải châu,4.058209094802376,3.532976894134707,3.937227333857682,2.1972245773362196,2.3978952727983707,1.0986122886681098,1.6094379124341003,3.091042453358316,1.400741766641571,1.2621408283428022
13.0,90.0,Không,Nhà mặt tiền,Không có,4.5,20.0,6,16.072439,108.1962625, Nguyễn Tất Thành,Xuân Hà,thanh khê,5.550718722118796,2.1692806174809904,1.818411033811475,2.5649493574615367,4.499809670330265,1.791759469228055,1.5040773967762742,2.995732273553991,1.7139274188548732,0.7743955999083204
12.0,135.0,Không,Nhà mặt tiền,Không có,5.37,25.0,2,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4.066315876444203,2.583237451838292,2.89481433902592,2.4849066497880004,4.90527477843843,0.6931471805599453,1.6808279085207734,3.2188758248682006,1.402737399459733,0.9490434385909164
5.8,63.0,Không,Nhà trong hẻm,Không có,4.2,15.0,4,16.0602491,108.2136695, Nguyễn Văn Linh,Vĩnh Trung,thanh khê,3.6613011326956393,0.2263800987938418,1.2243334529593215,1.7578579175523736,4.143134726391533,1.3862943611198906,1.4350845252893227,2.70805020110221,1.2978185849743737,-1.4855398393708472
9.8,105.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,10.246950765959598,10.246950765959598,5,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,3.771723411774994,2.0788740580823646,2.670660212424873,2.2823823856765264,4.653960350157523,1.6094379124341003,2.3269801750787615,2.3269801750787615,1.327532035405848,0.7318264289179865
4.09,55.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,1,16.0596195,108.2093288, Nguyễn Văn Linh,Thạc Gián,thanh khê,4.13094936696028,0.2475364908161718,0.7609430218852311,1.4085449700547104,4.007333185232471,0.0,1.6094379124341003,2.3978952727983707,1.4185072514913588,-1.3961972702001546
4.5,55.0,Không,Nhà trong hẻm,Không có,5.0,11.0,2,16.0554131,108.1876616, Trần Xuân Lê,An Khê,thanh khê,6.493299841923051,2.6087538712694984,1.6178394636779412,1.5040773967762742,4.007333185232471,0.6931471805599453,1.6094379124341003,2.3978952727983707,1.8707708517182526,0.9588726633638978
5.3,125.0,Không,Nhà trong hẻm,Không có,7.8,16.0,1,16.0196547,108.2034422, Ông Ích Đường,Khuê Trung,cẩm lệ,6.880027276664343,4.513698798212869,4.157485356279752,1.667706820558076,4.8283137373023015,0.0,2.0541237336955462,2.772588722239781,1.9286226165688385,1.507116950031012
8.3,8.0,Không,Nhà trong hẻm,Không có,4.5,18.4,3,16.0648993,108.2240258, Thái Phiên,Phước Ninh,hải châu,2.516938226816495,1.4461440412470303,2.438565416272937,2.1162555148025524,2.0794415416798357,1.0986122886681098,1.5040773967762742,2.91235066461494,0.9230431734668268,0.36890073236262694
6.5,106.0,Không,Nhà trong hẻm,Không có,7.0,15.0,1,16.0522316,108.2404204, An Thượng 24,Mỹ An,ngũ hành sơn,1.5949883063973962,3.1874459659710994,4.077481194437008,1.8718021769015913,4.663439094112067,0.0,1.9459101490553132,2.70805020110221,0.4668664047976422,1.1592199584886562
7.1,143.0,Không,Nhà trong hẻm,Không có,8.0,18.0,2,16.0757672,108.2135372, Ông Ích Khiêm,Thanh Bình,hải châu,3.8330059149601023,1.7932792754357365,2.3594096584607738,1.9600947840472698,4.962844630259907,0.6931471805599453,2.0794415416798357,2.8903717578961645,1.343649329564486,0.5840459412421808
7.2,68.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.3,4,16.078156,108.2150772, Lý Tự Trọng,Thanh Bình,hải châu,3.771723411774994,2.0788740580823646,2.670660212424873,1.9740810260220096,4.219507705176107,1.3862943611198906,1.5040773967762742,2.72785282839839,1.327532035405848,0.7318264289179865
16.0,170.0,Không,Nhà mặt tiền,Không có,6.0,20.0,2,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4.274552178367,2.1335238989701337,2.316772417097155,2.772588722239781,5.135798437050262,0.6931471805599453,1.791759469228055,2.995732273553991,1.4526793433033196,0.7577750253502904
24.45,123.0,Không,Nhà mặt tiền,Không có,7.1,18.0,2,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,3.3445135163991093,1.4966070293743554,2.117951390785364,3.196630215920881,4.812184355372417,0.6931471805599453,1.9600947840472698,2.8903717578961645,1.2073212469492653,0.4032005655489583
3.45,56.0,Không,Nhà mặt tiền,Không có,4.0,14.0,2,16.0311397,108.2273853, Hóa Sơn 2,Hòa Cường Nam,hải châu,4.313258881985078,3.5781123240472743,3.914724933327211,1.2383742310432684,4.02535169073515,0.6931471805599453,1.3862943611198906,2.6390573296152584,1.4616937395103313,1.27483537756395
23.5,155.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,24.0,1,16.062005,108.2217525, Cô Giang,Phước Ninh,hải châu,2.778604223800476,1.1124147320007802,2.109965120504508,3.1570004211501135,5.043425116919247,0.0,1.791759469228055,3.1780538303479458,1.0219487238496852,0.10653308672829294
15.7,80.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,3,16.0486433,108.2485294, An Thượng 1,Mỹ An,ngũ hành sơn,1.8009277618289568,4.131352317892098,4.998604841736438,2.7536607123542622,4.382026634673881,1.0986122886681098,1.6094379124341003,2.772588722239781,0.588301955355496,1.4186047911231725
14.7,95.0,Không,Nhà mặt tiền,Không có,7.5,12.7,4,16.0792623,108.2219154, Đặng Tử Kính,Thạch Thang,hải châu,3.170417514982586,2.431241854470928,3.19271817031909,2.6878474937846906,4.553876891600541,1.3862943611198906,2.0149030205422647,2.5416019934645457,1.1538632874128256,0.8884021780328591
17.0,121.0,Không,Nhà mặt tiền,Không có,5.0,24.2,3,16.0756928,108.2429073, Hồ Nghinh,Phước Mỹ,sơn trà,1.2944613220717778,3.786414242544354,4.766565448596511,2.833213344056216,4.795790545596741,1.0986122886681098,1.6094379124341003,3.186352633162641,0.2580946411008758,1.331419461103026
6.1,34.0,Không,Nhà mặt tiền,Không có,9.0,286.0,2,16.0137464,108.2044932, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,7.297900694485221,5.138657187986884,4.814435111087388,1.8082887711792655,3.5263605246161616,0.6931471805599453,2.1972245773362196,5.655991810819852,1.9875867306984951,1.6367917978626392
7.65,90.0,Không,Nhà mặt tiền,Không có,4.5,20.0,1,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4.274552178367,2.1335238989701337,2.316772417097155,2.0347056478384444,4.499809670330265,0.0,1.5040773967762742,2.995732273553991,1.4526793433033196,0.7577750253502904
31.0,78.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,29.0,3,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,4.398151517273825,0.5298745855721378,0.4799047847964753,3.4339872044851463,4.356708826689592,1.0986122886681098,2.302585092994046,3.367295829986474,1.4811843429429137,-0.6351149314334674
31.0,78.0,Không,Nhà mặt tiền,Không có,9.6,29.0,3,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,4.398151517273825,0.5298745855721378,0.4799047847964753,3.4339872044851463,4.356708826689592,1.0986122886681098,2.2617630984737906,3.367295829986474,1.4811843429429137,-0.6351149314334674
24.0,190.0,Không,Nhà mặt tiền,Không có,10.0,19.0,2,16.0320034,108.2149433, Xô Viết Nghệ Tĩnh,Hòa Cường Nam,hải châu,5.041569091408144,3.081417486238519,3.0840291537183595,3.1780538303479458,5.247024072160486,0.6931471805599453,2.302585092994046,2.9444389791664403,1.6177173612912235,1.1253897139201634
8.0,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,4,16.0211542,108.2065983, Hà Tông Quyền,Khuê Trung,cẩm lệ,6.528920245396716,4.295695938128101,4.0128531176394535,2.0794415416798357,4.605170185988092,1.3862943611198906,1.6094379124341003,2.995732273553991,1.876241576690573,1.4576135767985474
6.8,81.0,Không,Nhà mặt tiền,Không có,4.5,18.0,3,16.0379106,108.2149809, Nguyễn Phẩm,Hòa Cường Bắc,hải châu,4.588953251242313,2.433784662982104,2.510240200227813,1.916922612182061,4.394449154672439,1.0986122886681098,1.5040773967762742,2.8903717578961645,1.5236519482268593,0.8894475202251807
14.5,106.0,Không,Nhà mặt tiền,Không có,6.2,17.0,3,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4.066315876444203,2.583237451838292,2.89481433902592,2.6741486494265287,4.663439094112067,1.0986122886681098,1.824549292051046,2.833213344056216,1.402737399459733,0.9490434385909164
13.0,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,3,16.0500842,108.2170537, Lê Đình Thám,Hòa Thuận Đông,hải châu,3.6513084003744862,1.2081348459811625,1.7301866778981936,2.5649493574615367,4.499809670330265,1.0986122886681098,1.6094379124341003,2.8903717578961645,1.2950855692168888,0.1890777207505908
10.5,174.0,Không,Nhà mặt tiền,Không có,9.5,20.0,3,16.0780214,108.1466968, Phạm Văn Tráng,Hòa Khánh Bắc,liên chiểu,10.88816723123961,7.239734826625399,6.415809160926546,2.3513752571634776,5.159055299214529,1.0986122886681098,2.2512917986064953,2.995732273553991,2.387676624456012,1.979584579570158
9.5,9.0,Không,Nhà mặt tiền,Không có,11.0,19.0,1,16.0608503,108.1882335, Cù Chính Lan,Hòa Khê,thanh khê,6.36249508351294,2.508154722107072,1.5957250726212269,2.2512917986064953,2.1972245773362196,0.0,2.3978952727983707,2.9444389791664403,1.8504206091475315,0.9195473122980883
22.3,55.0,Không,Nhà mặt tiền,Không có,12.75,20.0,4,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,2.551740469057354,4.34678982241341,5.124626319899286,3.104586678466073,4.007333185232471,1.3862943611198906,2.545531271604435,2.995732273553991,0.9367756632332056,1.4694376008063328
11.0,198.0,Không,Nhà mặt tiền,Không có,11.0,19.0,3,16.0172054,108.2084021, Phan Văn Trị,Khuê Trung,cẩm lệ,6.737453259158979,4.711399097584559,4.470048515679327,2.3978952727983707,5.288267030694535,1.0986122886681098,2.3978952727983707,2.9444389791664403,1.9076819987949445,1.5499849122376488
13.0,84.0,Không,Nhà mặt tiền,Không có,4.5,19.0,3,16.0572971,108.2189031, Phan Châu Trinh,Phước Ninh,hải châu,3.178206343347473,0.8200167881529893,1.7375190636934414,2.5649493574615367,4.430816798843313,1.0986122886681098,1.5040773967762742,2.9444389791664403,1.1563169946875143,-0.19843046557611058
22.1,7.0,Không,Nhà mặt tiền,Không có,9.0,23.0,2,16.0490814,108.2194306, Duy Tân,Hòa Thuận Đông,hải châu,3.480357239690016,1.4375325654049007,2.0072219405627982,3.095577608523707,1.9459101490553132,0.6931471805599453,2.1972245773362196,3.1354942159291497,1.2471349436010484,0.3629281476274796
4.9,68.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.0,2,16.0789946,108.2149183, Hải Hồ,Thanh Bình,hải châu,3.824309318250638,2.167457805734444,2.7433922900828707,1.589235205116581,4.219507705176107,0.6931471805599453,1.5040773967762742,2.70805020110221,1.341377880581713,0.7735549626938956
6.2,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,3,16.0585706,108.2054324, Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,4.5604363210459615,0.6753726808198405,0.3317920992642868,1.824549292051046,4.499809670330265,1.0986122886681098,1.6094379124341003,2.8903717578961645,1.5174183033887345,-0.39249062073853125
5.3,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,1,16.0507294,108.1792194, Nguyễn Đình Tứ,Hòa An,cẩm lệ,7.477510679119202,3.607527805824854,2.6095606978485524,1.667706820558076,4.605170185988092,0.0,1.6094379124341003,2.995732273553991,2.0118999396880075,1.2830227194185415
13.7,31.0,Không,Nhà mặt tiền,Không có,8.5,27.0,1,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,2.551740469057354,4.34678982241341,5.124626319899286,2.617395832834079,3.4339872044851463,0.0,2.1400661634962708,3.295836866004329,0.9367756632332056,1.4694376008063328
5.9,87.0,Không,Nhà mặt tiền,Không có,3.8,17.0,2,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,5.816508032438447,2.148548751079927,1.5167105211395546,1.7749523509116738,4.465908118654584,0.6931471805599453,1.33500106673234,2.833213344056216,1.7607000872482765,0.7647926147271348
14.0,98.0,Không,Nhà mặt tiền,Không có,5.1,17.0,3,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,3.280930062097949,2.126937362188647,2.8679327567243256,2.6390573296152584,4.584967478670572,1.0986122886681098,1.62924053973028,2.833213344056216,1.188126937719452,0.7546830868839777
11.0,76.0,Không,Nhà mặt tiền,Không có,7.0,11.0,3,16.0810631,108.217488, Lương Ngọc Quyến,Thuận Phước,hải châu,3.680746407541048,2.4490498089336112,3.078691608961818,2.3978952727983707,4.330733340286331,1.0986122886681098,1.9459101490553132,2.3978952727983707,1.3031155597501485,0.8957001162416106
5.3,8.0,Không,Nhà mặt tiền,Không có,5.0,16.5,3,16.0378612,108.2145629, Ngô Thị Liễu,Hòa Cường Bắc,hải châu,4.626545701464605,2.4330419184745744,2.4917462112960544,1.667706820558076,2.0794415416798357,1.0986122886681098,1.6094379124341003,2.803360380906535,1.5318105208521726,0.8891422927834937
55.0,700.0,Không,Nhà mặt tiền,Không có,15.0,46.0,1,16.0579948,108.2437589, Tô Hiến Thành,Phước Mỹ,sơn trà,0.8640965818913763,3.4416108154783465,4.397996770568794,4.007333185232471,6.551080335043404,0.0,2.70805020110221,3.828641396489095,-0.14607073182901353,1.2359396220991319
7.2,126.0,Không,Nhà mặt tiền,Không có,5.0,25.0,3,16.0943145,108.2295944, Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,3.7804953192579465,4.288439754330349,5.015352797795058,1.9740810260220096,4.836281906951478,1.0986122886681098,1.6094379124341003,3.2188758248682006,1.329855037887646,1.4559229731580683
7.0,50.0,Không,Nhà mặt tiền,Không có,4.0,13.0,3,16.0631819,108.1848702, Huỳnh Ngọc Huệ,An Khê,thanh khê,6.709270586723101,2.890895199502064,2.01527528262713,1.9459101490553132,3.912023005428146,1.0986122886681098,1.3862943611198906,2.5649493574615367,1.9034902396683362,1.061566211772527
69.0,404.0,Không,Nhà mặt tiền,Không có,20.0,20.0,2,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,4.904825881595817,1.25131956440354,0.938080530690646,4.23410650459726,6.0014148779611505,0.6931471805599453,2.995732273553991,2.995732273553991,1.5902195942416493,0.2241986460288021
14.0,77.0,Không,Nhà mặt tiền,Không có,4.26,18.2,4,16.0572971,108.2189031, Phan Châu Trinh,Phước Ninh,hải châu,3.178206343347473,0.8200167881529893,1.7375190636934414,2.6390573296152584,4.343805421853684,1.3862943611198906,1.449269160281279,2.9014215940827497,1.1563169946875143,-0.19843046557611058
15.0,118.0,Không,Nhà mặt tiền,Không có,6.0,16.0,1,16.0784291,108.2194114, Lê Lợi,Thạch Thang,hải châu,3.3627667252479254,2.236583708847542,2.953000530041072,2.70805020110221,4.770684624465665,0.0,1.791759469228055,2.772588722239781,1.2127640652758223,0.8049495716935973
6.5,74.0,Không,Nhà mặt tiền,Không có,5.86,15.0,4,16.0834178,108.2180009, Ngô Chi Lan,Thuận Phước,hải châu,3.768069609815434,2.7150264062480303,3.33143385726721,1.8718021769015913,4.30406509320417,1.3862943611198906,1.7681496035889213,2.70805020110221,1.3265628304860004,0.9988016793968073
