,area,price,num_of_stories,num_of_bedrooms,num_of_toilets
2006,73.5,7.2,2,3.0,3.0
2007,108.0,16.5,3,4.0,4.0
2008,108.0,4.2,1,3.0,1.0
2009,64.0,3.25,2,2.0,2.0
2010,54.0,8.2,4,,
2011,100.0,7.1,2,3.0,3.0
2012,236.0,82.0,1,3.0,2.0
2013,215.0,17.5,5,18.0,
2014,85.0,5.1,2,3.0,2.0
2015,90.0,7.8,,,
2016,180.0,12.8,,,
2017,100.0,3.97,,,
2018,108.0,16.0,,,
2019,150.0,11.0,2,3.0,3.0
2020,215.0,24.0,4,6.0,
2021,108.0,16.0,,,
2022,345.0,103.5,,,
2023,85.0,3.9,1,2.0,2.0
2024,345.0,103.5,,,
2025,108.0,20.0,,,
2026,345.0,93.15,,,
2027,345.0,103.5,,,
2028,345.0,100.0,,,
2029,108.0,17.0,,,
2030,345.0,96.6,,,
2031,100.0,,,2.0,1.0
2032,136.0,9.85,3,4.0,3.0
2033,100.0,7.2,3,3.0,4.0
2034,26.0,1.78,2,1.0,1.0
2035,105.0,8.2,3,4.0,4.0
2036,50.0,3.9,3,4.0,4.0
2037,80.0,7.5,4,3.0,5.0
2038,70.0,5.35,2,3.0,3.0
2039,90.0,15.5,4,5.0,5.0
2040,67.5,,,3.0,3.0
2041,60.0,4.0,3,4.0,3.0
2042,118.9,21.0,,,
2043,237.0,6.0,2,4.0,3.0
2044,100.0,8.0,3,3.0,4.0
2045,100.0,6.8,2,3.0,3.0
2046,600.0,,21,130.0,
2047,144.0,17.0,2,3.0,2.0
2048,110.0,7.95,4,4.0,4.0
2049,108.0,18.47,3,6.0,6.0
2050,75.0,9.6,4,3.0,4.0
2051,80.0,19.0,4,,
2052,70.0,11.5,5,9.0,9.0
2053,192.2,45.0,9,30.0,31.0
2054,102.5,6.4,2,3.0,
2055,203.7,22.0,4,,
2056,166.0,28.0,6,18.0,20.0
2057,103.0,15.0,3,4.0,4.0
2058,62.0,7.99,,,
2059,103.0,,3,,
2060,150.0,11.5,5,10.0,10.0
2061,131.2,20.0,8,20.0,21.0
2062,60.0,3.55,3,2.0,3.0
2063,103.0,15.5,3,3.0,6.0
2064,90.0,8.65,3,4.0,3.0
2065,161.4,8.55,1,3.0,2.0
2066,79.0,11.3,3,4.0,5.0
2067,115.0,,5,,
2068,51.2,5.1,1,2.0,1.0
2069,81.0,5.3,1,2.0,1.0
2070,100.0,4.15,,,
2071,157.5,25.0,2,4.0,
2072,60.0,4.35,3,3.0,3.0
2073,60.0,3.85,3,3.0,2.0
2074,90.0,6.5,2,3.0,2.0
2075,43.0,2.35,2,2.0,2.0
2076,100.0,13.6,5,13.0,13.0
2077,200.0,,3,4.0,3.0
2078,186.0,6.9,2,4.0,4.0
2079,65.0,2.4,2,3.0,2.0
2080,90.0,4.18,,2.0,2.0
2081,95.0,6.3,4,5.0,5.0
2082,53.0,13.5,4,3.0,3.0
2083,120.0,,4,5.0,
2084,95.0,9.6,3,4.0,4.0
2085,100.0,7.0,3,3.0,4.0
2086,137.0,,3,5.0,5.0
2087,42.0,2.9,3,3.0,3.0
2088,76.0,2.95,,,
2089,170.0,8.99,3,6.0,6.0
2090,170.0,8.99,3,6.0,6.0
2091,81.0,5.2,3,4.0,3.0
2092,112.5,6.7,3,3.0,4.0
2093,120.0,5.4,1,2.0,1.0
2094,100.0,2.95,,2.0,1.0
2095,100.0,27.0,5,,
2096,43.7,8.5,4,3.0,3.0
2097,120.0,7.2,3,3.0,4.0
2098,350.0,20.0,,3.0,
2099,100.0,4.45,3,2.0,3.0
2100,79.0,8.9,3,,
2101,90.0,,5,8.0,8.0
2102,350.0,22.5,2,4.0,
2103,153.0,,,,
2104,168.0,23.2,2,4.0,3.0
2105,102.5,8.2,2,3.0,3.0
2106,600.0,320.0,18,110.0,110.0
2107,234.0,,5,,
2108,300.0,,,,
2109,490.0,,3,10.0,6.0
2110,82.0,12.5,3,,
2111,87.5,,7,3.0,6.0
2112,144.0,9.52,4,3.0,3.0
2113,111.0,13.8,5,15.0,15.0
2114,155.0,10.8,3,4.0,5.0
2115,152.0,34.5,,,
2116,350.0,,1,3.0,3.0
2117,156.0,7.2,,5.0,
2118,150.0,45.0,7,,
2119,180.0,12.8,2,4.0,4.0
2120,54.0,5.7,3,3.0,3.0
2121,120.0,9.7,2,,
2122,45.0,2.0,,1.0,1.0
2123,50.0,2.2,,1.0,1.0
2124,70.0,12.9,4,4.0,4.0
2125,107.5,5.6,1,1.0,1.0
2126,105.0,8.2,3,3.0,3.0
2127,44.0,8.5,4,3.0,3.0
2128,180.0,42.0,6,9.0,10.0
2129,200.0,25.0,2,2.0,2.0
2130,90.0,13.5,5,12.0,12.0
2131,315.0,22.0,3,4.0,4.0
2132,537.0,,2,2.0,2.0
2133,190.0,11.9,,,
2134,81.0,12.0,4,4.0,4.0
2135,93.0,6.9,3,4.0,4.0
2136,100.0,8.5,3,9.0,9.0
2137,112.5,6.7,3,3.0,4.0
2138,85.0,5.015,2,3.0,1.0
2139,76.0,7.25,4,4.0,5.0
2140,127.0,10.58,4,4.0,5.0
2141,125.0,8.5,,2.0,2.0
2142,250.0,17.5,4,4.0,5.0
2143,111.2,17.5,6,,
2144,170.0,8.8,,,
2145,81.0,3.1,,2.0,2.0
2146,313.0,45.0,7,,
2147,95.0,6.4,4,5.0,5.0
2148,590.0,22.0,3,5.0,4.0
2149,258.0,8.5,2,3.0,4.0
2150,90.0,25.0,8,14.0,15.0
2151,94.2,10.0,5,7.0,
2152,118.9,21.0,,,
2153,56.2,10.5,,,
2154,58.0,3.99,3,3.0,3.0
2155,100.0,4.39,1,3.0,2.0
2156,81.0,4.85,3,,
2157,83.0,6.19,4,4.0,4.0
2158,51.7,5.49,3,3.0,2.0
2159,120.0,16.0,4,4.0,5.0
2160,170.0,13.0,3,5.0,
2161,98.5,4.6,1,2.0,1.0
2162,95.0,6.4,4,5.0,4.0
2163,108.0,16.0,3,,
2164,350.0,,,,
2165,152.0,,,,
2166,180.0,48.0,6,,
2167,300.0,,2,4.0,
2168,315.0,,2,4.0,4.0
2169,158.0,7.2,2,2.0,2.0
2170,155.0,17.0,,5.0,
2171,327.0,26.0,4,5.0,5.0
2172,156.0,16.0,3,,
2173,200.0,,10,,
2174,200.0,110.0,10,36.0,
2175,255.0,,,,
2176,105.0,6.4,2,2.0,2.0
2177,160.0,,,1.0,1.0
2178,250.0,,4,4.0,4.0
2179,84.0,15.0,4,5.0,5.0
2180,200.0,19.5,3,6.0,6.0
2181,80.0,,4,7.0,7.0
2182,2464.0,,,,
2183,94.6,4.65,,,
2184,73.0,5.2,2,3.0,2.0
2185,72.0,4.8,3,3.0,3.0
2186,75.0,4.4,3,3.0,3.0
2187,51.0,3.4,3,3.0,3.0
2188,270.0,,3,3.0,3.0
2189,100.0,27.0,5,,
2190,225.0,76.0,1,1.0,1.0
2191,70.0,6.2,4,4.0,4.0
2192,100.0,6.75,3,3.0,3.0
2193,70.0,13.0,3,4.0,4.0
2194,103.1,5.35,1,2.0,1.0
2195,140.0,32.0,3,7.0,7.0
2196,252.0,,1,1.0,1.0
2197,100.0,8.75,3,3.0,4.0
2198,160.0,7.2,2,2.0,2.0
2199,166.0,28.5,6,18.0,20.0
2200,100.0,8.75,3,3.0,4.0
2201,94.9,4.65,,2.0,2.0
2202,45.0,4.48,3,3.0,4.0
2203,90.0,12.0,3,4.0,5.0
2204,310.0,15.5,2,4.0,4.0
2205,105.0,23.5,3,5.0,3.0
2206,300.0,,1,1.0,1.0
2207,85.0,8.9,4,4.0,4.0
2208,370.0,17.0,2,2.0,2.0
2209,100.0,12.5,3,3.0,3.0
2210,117.0,10.7,2,6.0,3.0
2211,1000.0,45.0,3,10.0,6.0
2212,88.0,11.0,4,7.0,8.0
2213,125.0,17.5,4,8.0,8.0
2214,90.0,8.5,,5.0,5.0
2215,98.0,15.0,5,5.0,5.0
2216,40.0,3.8,4,3.0,3.0
2217,97.0,7.2,3,3.0,3.0
2218,45.0,,1,,1.0
2219,105.0,8.2,3,4.0,4.0
2220,120.0,15.95,5,5.0,5.0
2221,51.0,4.1,3,3.0,3.0
2222,100.0,7.5,3,3.0,3.0
2223,100.0,7.75,4,3.0,
2224,375.0,42.0,5,5.0,5.0
2225,68.0,6.75,2,3.0,3.0
2226,456.0,,1,1.0,1.0
2227,83.0,15.2,4,5.0,4.0
2228,130.0,14.0,4,11.0,11.0
2229,90.0,5.39,3,3.0,4.0
2230,150.0,7.5,3,4.0,4.0
2231,80.0,5.6,3,3.0,3.0
2232,97.0,15.9,6,9.0,9.0
2233,140.0,7.2,2,4.0,2.0
2234,100.0,8.3,5,11.0,11.0
2235,197.0,37.0,6,20.0,20.0
2236,100.0,6.5,5,12.0,12.0
2237,108.0,32.0,5,,
2238,100.0,10.5,4,7.0,7.0
2239,158.0,7.2,2,3.0,3.0
2240,72.0,5.6,3,3.0,3.0
2241,62.0,7.69,5,8.0,8.0
2242,130.0,16.8,5,11.0,11.0
2243,100.0,5.3,1,2.0,2.0
2244,100.0,3.0,,5.0,5.0
2245,212.0,11.9,1,1.0,1.0
2246,105.0,8.2,3,3.0,3.0
2247,90.0,,5,8.0,8.0
2248,85.0,2.75,2,2.0,2.0
2249,610.0,29.9,2,3.0,3.0
2250,113.0,4.45,1,6.0,6.0
2251,100.0,4.6,2,4.0,4.0
2252,361.0,150.0,12,70.0,90.0
2253,105.0,8.2,3,4.0,4.0
2254,496.2,48.0,3,5.0,4.0
2255,110.0,5.09,3,3.0,3.0
2256,112.5,6.6,3,4.0,4.0
2257,90.0,7.0,2,4.0,2.0
2258,140.0,10.8,2,6.0,5.0
2259,83.0,3.69,3,9.0,8.0
2260,85.0,5.0,,,
2261,80.0,,1,2.0,1.0
2262,130.0,,3,3.0,4.0
2263,186.0,26.2,3,5.0,4.0
2264,138.0,2.65,2,3.0,2.0
2265,130.0,16.8,7,,
2266,60.0,11.5,5,8.0,8.0
2267,450.0,6.2,5,7.0,7.0
2268,125.0,13.0,4,8.0,8.0
2269,110.0,10.0,1,2.0,2.0
2270,125.0,5.75,3,3.0,3.0
2271,387.0,23.0,2,3.0,3.0
2272,350.0,28.5,5,7.0,7.0
2273,110.0,,3,5.0,5.0
2274,110.0,,3,5.0,5.0
2275,70.0,7.3,3,3.0,3.0
2276,90.0,5.9,3,3.0,3.0
2277,100.0,6.1,3,3.0,4.0
2278,300.0,42.0,3,6.0,
2279,93.0,21.0,8,13.0,14.0
2280,270.0,15.99,1,1.0,1.0
2281,120.0,13.9,5,13.0,11.0
2282,130.0,4.5,1,1.0,1.0
2283,115.0,5.9,1,1.0,1.0
2284,250.0,20.9,1,1.0,2.0
2285,90.0,7.8,1,2.0,2.0
2286,75.0,6.65,,,
2287,75.0,5.5,2,3.0,3.0
2288,80.0,8.5,4,5.0,5.0
2289,57.0,,2,2.0,2.0
2290,110.0,17.99,3,6.0,6.0
2291,100.0,7.75,2,,
2292,180.0,21.5,3,4.0,3.0
2293,90.0,13.5,4,4.0,3.0
2294,40.0,2.2,2,2.0,2.0
2295,158.0,7.2,2,3.0,2.0
2296,500.0,13.5,,3.0,
2297,62.0,,2,2.0,
2298,99.0,,2,3.0,2.0
2299,83.0,8.6,3,4.0,4.0
2300,90.0,5.5,4,,
2301,100.0,13.9,4,4.0,4.0
2302,210.0,5.7,,,
2303,80.0,8.5,2,3.0,3.0
2304,90.0,6.85,1,5.0,4.0
2305,100.0,6.0,3,3.0,3.0
2306,49.3,4.25,,2.0,1.0
2307,40.0,2.95,2,2.0,2.0
2308,100.0,6.8,2,3.0,3.0
2309,105.0,29.5,,,
2310,101.0,18.0,3,4.0,
2311,90.0,3.4,2,3.0,2.0
2312,125.0,16.0,6,,
2313,75.0,2.8,1,2.0,1.0
2314,94.0,12.8,3,3.0,4.0
2315,180.0,12.0,,,
2316,288.0,23.0,2,4.0,4.0
2317,84.0,3.0,,,
2318,300.0,34.0,3,4.0,2.0
2319,48.0,2.47,1,,1.0
2320,90.0,3.9,,2.0,1.0
2321,106.0,3.9,,2.0,1.0
2322,97.5,9.4,3,4.0,4.0
2323,2500.0,,14,55.0,
2324,90.0,4.6,2,3.0,2.0
2325,100.0,,,3.0,3.0
2326,100.0,,3,,
2327,83.8,2.99,,2.0,2.0
2328,95.0,11.0,3,,
2329,124.6,10.5,4,9.0,10.0
2330,70.0,16.0,5,5.0,5.0
2331,182.5,15.5,3,4.0,5.0
2332,132.0,25.0,,,
2333,138.0,13.0,2,5.0,3.0
2334,120.0,22.0,,,
2335,180.0,34.0,7,27.0,27.0
2336,55.0,3.39,,3.0,2.0
2337,270.0,24.0,2,5.0,6.0
2338,90.0,22.0,7,16.0,17.0
2339,66.0,2.3,,3.0,2.0
2340,57.0,2.45,1,1.0,1.0
2341,68.0,8.9,,,
2342,90.0,4.5,2,3.0,2.0
2343,288.0,22.0,,5.0,
2344,114.0,,3,,
2345,52.0,5.5,3,3.0,3.0
2346,484.0,25.5,,2.0,
2347,75.0,15.0,6,10.0,10.0
2348,80.0,25.0,8,11.0,11.0
2349,50.0,9.8,5,5.0,5.0
2350,90.0,7.9,5,9.0,9.0
2351,100.0,25.0,9,23.0,23.0
2352,125.0,6.5,4,18.0,18.0
2353,90.0,15.5,9,,
2354,100.0,1.4,1,1.0,1.0
2355,70.0,5.5,,,
2356,49.0,5.1,,,
2357,402.0,12.5,2,2.0,
2358,179.0,19.0,2,2.0,2.0
2359,41.1,6.3,3,3.0,3.0
2360,125.0,7.5,3,3.0,3.0
2361,113.0,24.5,,1.0,
2362,300.0,21.0,2,3.0,4.0
2363,51.6,9.7,3,4.0,4.0
2364,600.0,20.0,3,5.0,
2365,132.0,12.0,3,3.0,3.0
2366,180.0,14.5,2,5.0,5.0
2367,450.0,48.0,3,4.0,4.0
2368,216.0,10.5,2,3.0,4.0
2369,270.0,260.0,23,,
2370,100.0,4.89,3,3.0,3.0
2371,1230.0,135.0,3,20.0,20.0
2372,110.0,16.9,7,13.0,13.0
2373,76.0,,4,5.0,5.0
2374,90.0,2.4,,,
2375,160.0,30.0,3,2.0,2.0
2376,92.0,,5,8.0,
2377,144.0,13.49,3,3.0,3.0
2378,73.0,5.0,3,4.0,4.0
2379,484.0,27.0,2,2.0,2.0
2380,250.0,36.0,3,3.0,4.0
2381,200.0,7.5,3,4.0,3.0
2382,100.0,15.6,3,5.0,
2383,90.0,5.5,4,4.0,3.0
2384,127.0,13.8,3,5.0,5.0
2385,103.0,15.0,3,,
2386,130.0,25.5,,4.0,4.0
2387,84.0,3.05,1,1.0,1.0
2388,82.5,,,3.0,3.0
2389,97.0,,1,2.0,1.0
2390,75.0,7.4,4,5.0,4.0
2391,56.3,4.35,1,2.0,2.0
2392,107.0,5.6,1,2.0,1.0
2393,128.0,,,,
2394,234.0,125.0,24,,
2395,120.0,16.0,4,5.0,4.0
2396,56.0,2.83,2,2.0,2.0
2397,60.0,2.8,2,3.0,2.0
2398,94.2,10.0,5,7.0,7.0
2399,55.0,3.15,2,3.0,2.0
2400,67.5,14.5,5,8.0,9.0
2401,268.0,30.0,3,4.0,5.0
2402,115.0,9.5,3,,
2403,182.0,,,,
2404,200.0,35.0,5,10.0,10.0
2405,125.0,7.75,2,3.0,3.0
2406,80.0,7.3,3,4.0,3.0
2407,160.0,22.5,7,14.0,14.0
2408,120.0,12.0,4,6.0,6.0
2409,1.0,12.5,7,11.0,11.0
2410,512.0,33.0,2,3.0,3.0
2411,70.0,5.5,3,3.0,4.0
2412,108.0,19.0,3,8.0,10.0
2413,62.3,2.48,2,2.0,2.0
2414,128.5,13.0,2,2.0,2.0
2415,484.0,24.68,2,2.0,3.0
2416,160.5,6.3,,,
2417,48.0,2.59,2,2.0,2.0
2418,110.0,17.9,,,
2419,170.0,12.2,3,,
2420,314.0,34.0,3,4.0,3.0
2421,75.0,,3,3.0,3.0
2422,145.0,6.2,,,
2423,125.0,7.79,2,3.0,3.0
2424,104.5,16.0,3,,
2425,81.0,4.3,,2.0,1.0
2426,150.0,9.75,2,,
2427,321.0,50.0,2,4.0,4.0
2428,50.0,3.55,3,3.0,
2429,82.0,5.2,2,2.0,2.0
2430,95.0,7.69,3,3.0,3.0
2431,120.0,,,,
2432,120.0,18.0,3,,
2433,300.0,50.0,2,4.0,4.0
2434,169.0,4.5,1,6.0,6.0
2435,75.0,4.8,1,2.0,2.0
2436,100.0,7.5,2,2.0,2.0
2437,79.3,7.2,3,4.0,4.0
2438,300.0,21.0,3,,
2439,67.4,7.0,2,3.0,2.0
2440,60.0,5.0,1,2.0,2.0
2441,60.0,9.7,4,8.0,8.0
2442,80.0,4.5,2,2.0,2.0
2443,275.0,18.5,2,4.0,2.0
2444,78.0,3.85,2,3.0,
2445,296.0,10.2,,5.0,4.0
2446,76.5,7.2,2,2.0,3.0
2447,76.0,7.25,4,3.0,5.0
2448,76.0,7.25,4,4.0,5.0
2449,289.0,75.0,5,15.0,
2450,108.0,15.2,3,10.0,12.0
2451,150.0,10.0,2,3.0,3.0
2452,93.0,9.3,3,3.0,3.0
2453,95.0,7.1,3,4.0,3.0
2454,65.0,9.0,,,
2455,107.0,13.7,2,1.0,1.0
2456,143.2,4.2,2,7.0,6.0
2457,107.5,5.6,,,
2458,623.0,26.0,2,3.0,3.0
2459,155.0,11.0,3,4.0,4.0
2460,180.0,15.0,2,4.0,5.0
2461,99.0,17.5,5,,
2462,350.0,,3,3.0,4.0
2463,200.0,53.0,8,16.0,8.0
2464,100.0,10.3,2,3.0,2.0
2465,90.0,7.2,2,3.0,2.0
2466,82.0,13.0,3,,
2467,152.0,,,,
2468,99.0,,,,
2469,196.0,,5,4.0,
2470,89.0,5.8,3,4.0,3.0
2471,900.0,,25,,
2472,69.0,,,2.0,1.0
2473,50.0,2.55,2,2.0,2.0
2474,180.0,10.4,3,7.0,8.0
2475,516.0,,1,1.0,1.0
2476,128.0,25.0,3,3.0,3.0
2477,100.0,9.0,3,4.0,3.0
2478,100.0,3.0,2,2.0,1.0
2479,360.0,22.0,3,5.0,6.0
2480,55.0,2.65,2,2.0,2.0
2481,66.3,5.9,2,,
2482,105.0,4.2,3,4.0,4.0
2483,74.0,5.1,3,4.0,
2484,76.0,11.5,2,,
2485,110.0,5.7,3,3.0,4.0
2486,96.0,3.5,1,2.0,2.0
2487,100.0,6.4,5,5.0,5.0
2488,160.5,6.3,,,
2489,105.0,10.3,,,
2490,100.0,12.5,2,3.0,
2491,100.0,6.4,5,5.0,5.0
2492,45.2,1.9,,,1.0
2493,51.2,2.35,,,1.0
2494,48.0,2.7,1,2.0,1.0
2495,95.0,6.4,5,5.0,5.0
2496,100.0,3.65,2,3.0,3.0
2497,130.0,19.9,9,,
2498,75.0,7.8,2,3.0,2.0
2499,80.0,3.0,1,2.0,2.0
2500,130.0,14.0,3,3.0,3.0
2501,125.0,5.5,3,5.0,5.0
2502,300.0,25.0,2,3.0,3.0
2503,600.0,26.5,2,4.0,4.0
2504,600.0,26.5,2,4.0,4.0
2505,300.0,28.8,3,4.0,5.0
2506,105.0,26.0,3,3.0,3.0
2507,300.0,29.0,3,4.0,4.0
2508,81.0,5.5,3,3.0,3.0
2509,125.0,6.85,4,4.0,5.0
2510,105.0,2.79,2,3.0,2.0
2511,212.0,11.9,1,1.0,1.0
2512,160.0,5.3,,,
2513,75.0,7.25,4,4.0,4.0
2514,271.0,65.0,10,32.0,32.0
2515,180.0,57.0,10,50.0,50.0
2516,86.0,4.2,2,,
2517,60.0,5.0,1,3.0,2.0
2518,76.0,7.25,4,4.0,4.0
2519,318.0,26.0,,,
2520,120.0,11.0,,,
2521,320.0,12.5,3,3.0,
2522,161.6,2.95,2,2.0,1.0
2523,105.0,22.5,,,
2524,91.5,6.5,3,4.0,4.0
2525,180.0,12.7,3,4.0,5.0
2526,300.0,21.0,2,5.0,5.0
2527,502.0,34.3,2,3.0,3.0
2528,51.0,5.5,2,2.0,2.0
2529,160.0,,2,4.0,
2530,55.0,13.0,4,2.0,
2531,160.0,,6,13.0,
2532,130.0,8.6,6,12.0,11.0
2533,65.0,5.6,,,
2534,180.0,10.2,3,5.0,
2535,140.0,3.65,,2.0,
2536,85.0,10.0,2,5.0,
2537,360.0,17.2,2,3.0,
2538,330.0,13.3,3,,
2539,90.0,10.9,3,4.0,
2540,210.0,11.5,2,,
2541,100.0,2.85,2,,
2542,131.0,19.99,8,20.0,21.0
2543,109.0,9.3,2,3.0,
2544,56.0,6.85,3,3.0,4.0
2545,144.0,16.99,2,4.0,5.0
2546,140.0,15.4,1,1.0,2.0
2547,62.0,6.69,2,3.0,2.0
2548,56.0,4.49,1,2.0,2.0
2549,102.0,8.5,3,3.0,3.0
2550,160.1,31.99,1,1.0,1.0
2551,107.5,5.6,1,1.0,1.0
2552,118.0,6.8,4,4.0,4.0
2553,100.0,4.25,2,3.0,2.0
2554,95.0,9.0,5,5.0,5.0
2555,108.0,16.67,3,5.0,5.0
2556,90.0,14.5,6,16.0,16.0
2557,311.0,14.0,1,2.0,2.0
2558,109.0,6.0,3,3.0,2.0
2559,76.0,7.25,4,3.0,5.0
2560,144.0,9.4,2,2.0,2.0
2561,100.0,6.1,3,3.0,3.0
2562,75.0,4.3,3,4.0,3.0
2563,100.0,8.2,4,4.0,4.0
2564,150.0,1.48,1,2.0,1.0
2565,107.5,7.6,3,3.0,3.0
2566,125.0,7.7,2,3.0,3.0
2567,92.5,6.0,1,2.0,1.0
2568,100.0,4.99,2,2.0,2.0
2569,296.0,13.5,,1.0,3.0
2570,112.5,7.5,3,3.0,4.0
2571,107.5,5.6,1,2.0,1.0
2572,119.0,13.0,4,7.0,7.0
2573,108.53,19.3,3,3.0,3.0
2574,105.0,25.6,3,2.0,3.0
2575,200.0,36.0,5,5.0,6.0
2576,95.0,6.4,4,5.0,5.0
2577,120.0,,4,,
2578,105.0,3.5,2,3.0,
2579,100.0,,2,3.0,2.0
2580,95.0,6.95,,3.0,
2581,72.0,5.75,3,3.0,4.0
2582,100.0,6.75,3,4.0,4.0
2583,120.0,4.8,,,
2584,71.3,5.0,1,2.0,2.0
2585,98.5,7.6,4,8.0,6.0
2586,100.0,6.5,3,4.0,4.0
2587,513.0,26.0,,2.0,
2588,144.0,17.0,3,3.0,3.0
2589,500.0,24.68,,2.0,
2590,105.0,17.5,3,6.0,4.0
2591,180.0,14.5,2,3.0,2.0
2592,370.0,17.0,2,1.0,2.0
2593,94.0,5.8,3,4.0,
2594,100.0,5.8,3,3.0,3.0
2595,108.0,15.8,3,4.0,3.0
2596,122.0,7.7,3,4.0,5.0
2597,125.0,,,3.0,3.0
2598,266.0,33.0,,,
2599,95.0,,3,4.0,4.0
2600,105.0,4.55,2,3.0,3.0
2601,100.0,3.9,2,4.0,2.0
2602,160.0,6.5,3,4.0,5.0
2603,105.0,5.49,2,3.0,3.0
2604,129.2,13.8,3,3.0,4.0
2605,90.0,2.15,2,3.0,2.0
2606,100.0,6.7,3,4.0,3.0
2607,75.0,4.25,2,3.0,2.0
2608,350.0,35.5,3,4.0,4.0
2609,72.0,2.65,1,1.0,1.0
2610,112.5,7.4,3,4.0,5.0
2611,140.0,13.5,6,,
2612,100.0,13.5,,2.0,1.0
2613,95.0,12.5,3,,
2614,110.0,11.0,5,,
2615,80.0,11.2,4,,
2616,94.0,13.4,4,,
2617,92.5,7.65,4,4.0,3.0
2618,44.0,8.5,4,3.0,3.0
2619,95.0,6.5,2,,
2620,80.0,9.0,2,,
2621,130.0,13.5,3,4.0,4.0
2622,112.0,11.9,,,
2623,160.0,20.5,2,,
2624,204.0,17.5,,,
2625,200.0,13.5,3,,
2626,74.0,6.0,5,6.0,
2627,200.0,7.2,,,
2628,200.0,14.5,3,,
2629,90.0,11.5,6,,
2630,110.0,12.3,3,,
2631,150.0,12.5,3,,
2632,85.0,7.0,2,3.0,
2633,98.0,19.5,7,,
2634,180.0,14.8,4,,
2635,126.0,7.95,2,3.0,3.0
2636,60.0,1.45,2,3.0,2.0
2637,90.0,18.0,7,,
2638,114.0,7.6,,,
2639,100.0,5.5,,,
2640,100.0,18.5,6,,
2641,134.0,13.4,1,4.0,4.0
2642,250.0,21.0,4,,
2643,90.0,5.7,2,,
2644,50.0,2.55,,2.0,2.0
2645,81.0,18.5,7,,
2646,82.0,,2,2.0,2.0
2647,130.0,15.0,3,,
2648,53.0,18.5,2,,
2649,93.0,9.5,2,2.0,3.0
2650,55.0,6.95,3,3.0,3.0
2651,50.0,6.7,4,4.0,3.0
2652,159.3,9.0,3,3.0,3.0
2653,130.0,7.2,,,
2654,70.0,5.4,2,3.0,3.0
2655,93.0,6.99,3,4.0,5.0
2656,92.5,6.0,1,2.0,1.0
2657,350.0,24.0,3,3.0,4.0
2658,110.0,10.6,5,9.0,
2659,288.0,24.0,2,4.0,4.0
2660,80.0,3.95,1,2.0,1.0
2661,90.0,,1,2.0,1.0
2662,100.0,6.0,2,5.0,5.0
2663,160.0,,6,13.0,14.0
2664,70.0,4.2,3,3.0,
2665,137.0,5.1,2,10.0,11.0
2666,73.0,8.3,,,
2667,100.0,6.75,3,4.0,3.0
2668,448.0,69.0,3,4.0,5.0
2669,100.0,4.25,2,3.0,2.0
2670,280.0,2.95,2,2.0,2.0
2671,100.0,7.95,4,7.0,4.0
2672,150.0,10.7,,,
2673,100.0,7.6,2,,
2674,160.0,14.0,2,3.0,3.0
2675,250.0,50.0,9,20.0,20.0
2676,75.5,1.9,,3.0,
2677,40.6,5.0,,,
2678,135.0,33.0,6,,
2679,90.0,11.99,5,8.0,9.0
2680,121.0,5.7,2,3.0,3.0
2681,200.0,36.0,5,,
2682,226.0,23.3,3,7.0,7.0
2683,75.0,,,2.0,2.0
2684,921.0,900.0,,27.0,
2685,50.0,4.05,4,4.0,4.0
2686,120.0,,4,4.0,5.0
2687,75.0,5.5,3,3.0,4.0
2688,196.3,15.0,,,
2689,136.6,5.35,3,4.0,4.0
2690,500.0,,,4.0,
2691,68.0,5.6,3,4.0,5.0
2692,65.0,8.9,,4.0,
2693,90.0,6.5,2,3.0,2.0
2694,82.0,5.2,,2.0,2.0
2695,330.0,32.0,3,4.0,4.0
2696,300.0,55.0,6,,
2697,162.0,8.55,2,3.0,3.0
2698,125.0,4.8,3,4.0,3.0
2699,59.6,4.5,2,3.0,1.0
2700,101.0,8.75,4,6.0,4.0
2701,122.5,7.6,3,4.0,6.0
2702,170.1,13.2,2,3.0,2.0
2703,170.1,13.2,2,3.0,2.0
2704,115.0,10.5,2,4.0,4.0
2705,306.0,37.0,3,3.0,4.0
2706,109.2,7.0,,,
2707,300.0,,,,
2708,115.0,9.5,,,
2709,648.0,140.0,,19.0,20.0
2710,70.0,5.5,3,3.0,3.0
2711,90.0,3.75,3,3.0,3.0
2712,99.0,5.7,4,3.0,3.0
2713,64.0,6.4,2,,
2714,108.0,16.0,3,10.0,8.0
2715,108.0,16.2,3,6.0,8.0
2716,108.0,16.0,3,8.0,10.0
2717,158.42,12.5,2,3.0,3.0
2718,98.0,7.8,3,4.0,3.0
2719,105.5,3.75,2,2.0,2.0
2720,132.6,8.5,2,3.0,2.0
2721,48.6,2.95,,2.0,2.0
2722,56.0,4.65,3,3.0,3.0
2723,41.8,2.85,3,3.0,3.0
2724,116.5,8.2,3,5.0,3.0
2725,92.4,5.75,2,3.0,2.0
2726,100.0,6.9,4,5.0,5.0
2727,150.0,16.5,,33.0,33.0
2728,142.5,7.5,1,5.0,4.0
2729,64.0,6.3,1,1.0,1.0
2730,42.0,3.5,3,3.0,3.0
2731,100.0,7.5,,,
2732,125.0,6.2,1,3.0,2.0
2733,100.0,,3,3.0,4.0
2734,86.5,,3,,
2735,57.3,4.1,3,3.0,2.0
2736,60.0,5.6,3,3.0,3.0
2737,204.0,17.544,,,
2738,140.0,6.4,2,2.0,2.0
