,area,price,num_of_stories,num_of_bedrooms,num_of_toilets
2739,112.0,22.0,4,4.0,4.0
2740,144.0,17.0,2,4.0,4.0
2741,350.0,,,,
2742,78.5,6.3,2,,
2743,95.0,,2,4.0,3.0
2744,56.0,2.3,1,1.0,1.0
2745,108.0,16.2,3,4.0,5.0
2746,300.0,,4,5.0,6.0
2747,250.0,38.0,3,4.0,5.0
2748,286.3,36.0,4,,5.0
2749,420.0,,3,4.0,5.0
2750,43.0,3.7,2,2.0,2.0
2751,50.0,3.25,3,3.0,3.0
2752,85.0,5.95,2,3.0,3.0
2753,484.0,24.2,2,2.0,2.0
2754,514.0,24.2,2,2.0,2.0
2755,513.0,25.65,2,2.0,2.0
2756,514.0,24.2,2,2.0,2.0
2757,514.0,27.0,2,2.0,2.0
2758,484.0,24.2,2,2.0,2.0
2759,514.0,24.2,2,2.0,2.0
2760,502.0,32.43,2,3.0,4.0
2761,484.0,24.2,2,2.0,2.0
2762,85.0,5.57,3,3.0,3.0
2763,76.0,12.3,2,4.0,3.0
2764,50.0,2.5,2,2.0,2.0
2765,82.0,2.65,2,2.0,2.0
2766,100.0,2.65,1,2.0,1.0
2767,88.0,3.65,1,3.0,1.0
2768,135.0,2.2,1,3.0,1.0
2769,100.0,2.9,2,3.0,2.0
2770,110.0,3.79,3,3.0,3.0
2771,90.0,5.7,,,
2772,100.0,6.4,,,
2773,60.0,5.2,,,
2774,60.0,5.5,,,
2775,90.0,5.8,,,
2776,95.0,7.7,,,
2777,105.0,9.5,,,
2778,65.0,4.4,,,
2779,90.0,6.8,,,
2780,95.0,3.7,,,
2781,100.0,4.7,,,
2782,100.0,4.7,,,
2783,100.0,8.5,,,
2784,105.0,10.5,,,
2785,100.0,5.0,,,
2786,95.0,5.0,,,
2787,100.0,4.85,1,2.0,2.0
2788,100.0,15.5,,,
2789,100.0,8.9,,,
2790,64.0,7.5,,,
2791,85.0,5.4,,,
2792,107.0,4.2,2,5.0,4.0
2793,30.0,2.15,3,3.0,2.0
2794,48.0,4.3,3,3.0,3.0
2795,40.0,1.95,2,2.0,2.0
2796,100.0,4.95,3,3.0,3.0
2797,150.0,4.5,2,4.0,3.0
2798,82.0,2.65,2,2.0,2.0
2799,40.0,1.95,2,2.0,2.0
2800,550.0,54.05,1,1.0,1.0
2801,48.0,4.3,3,3.0,3.0
2802,82.0,2.65,2,2.0,2.0
2803,109.0,6.9,1,2.0,1.0
2804,85.0,8.5,2,3.0,
2805,100.0,11.0,,,
2806,191.0,10.0,,,
2807,100.0,5.6,,,
2808,100.0,6.0,,,
2809,95.0,7.0,,,
2810,54.0,5.4,4,4.0,4.0
2811,188.0,10.5,1,5.0,5.0
2812,88.0,12.7,4,4.0,4.0
2813,65.0,7.5,4,5.0,5.0
2814,196.0,36.0,2,3.0,3.0
2815,60.0,13.9,4,4.0,5.0
2816,118.0,6.3,2,3.0,2.0
2817,90.0,5.45,4,4.0,3.0
2818,40.0,2.75,2,3.0,2.0
2819,100.0,6.5,2,3.0,3.0
2820,226.0,1.5,3,3.0,5.0
2821,50.0,3.7,4,5.0,2.0
2822,130.0,24.0,3,4.0,5.0
2823,66.0,4.75,4,4.0,4.0
2824,100.0,21.0,,5.0,5.0
2825,210.0,6.5,3,4.0,4.0
2826,66.0,4.75,4,4.0,4.0
2827,90.0,7.2,,,
2828,73.0,4.48,2,3.0,3.0
2829,48.0,2.35,3,5.0,3.0
2830,73.0,4.48,2,3.0,3.0
2831,63.0,2.58,2,3.0,2.0
2832,63.0,2.58,2,3.0,2.0
2833,55.0,5.59,3,3.0,3.0
2834,50.0,3.55,3,3.0,3.0
2835,55.0,5.59,3,3.0,3.0
2836,105.0,8.2,3,4.0,4.0
2837,100.0,6.75,3,4.0,4.0
2838,80.0,5.08,,,
2839,80.0,5.75,,,
2840,95.0,6.5,1,2.0,1.0
2841,80.0,8.3,3,4.0,4.0
2842,93.0,5.55,1,2.0,1.0
2843,50.0,2.68,2,2.0,2.0
2844,50.0,2.68,2,2.0,2.0
2845,140.0,12.3,3,4.0,4.0
2846,66.0,4.75,4,4.0,4.0
2847,85.0,3.99,2,3.0,2.0
2848,45.0,4.58,3,3.0,3.0
2849,80.0,5.08,,,
2850,45.0,4.58,3,3.0,3.0
2851,60.0,4.9,,,
2852,60.0,4.0,,,
2853,80.0,6.5,,,
2854,100.0,5.1,,,
2855,100.0,5.0,,,
2856,100.0,8.5,,,
2857,90.0,5.0,,,
2858,100.0,6.0,,,
2859,52.0,4.4,3,3.0,3.0
2860,160.0,16.0,4,5.0,5.0
2861,90.0,5.5,4,4.0,4.0
2862,40.0,2.85,2,2.0,2.0
2863,72.0,5.75,4,4.0,5.0
2864,72.0,5.75,4,4.0,5.0
2865,61.0,3.2,3,3.0,3.0
2866,55.0,3.5,1,2.0,1.0
2867,55.0,3.5,1,2.0,1.0
2868,65.0,2.1,1,2.0,2.0
2869,45.0,2.65,1,2.0,2.0
2870,130.0,2.99,1,2.0,1.0
2871,100.0,6.75,3,4.0,3.0
2872,100.0,6.75,3,4.0,3.0
2873,82.0,5.9,,,
2874,112.0,6.45,3,3.0,4.0
2875,60.0,2.85,2,3.0,2.0
2876,80.0,3.25,3,3.0,4.0
2877,70.0,2.25,1,1.0,1.0
2878,101.0,10.9,,,
2879,61.0,3.5,3,5.0,5.0
2880,72.0,8.99,4,3.0,4.0
2881,28.0,1.58,2,2.0,2.0
2882,55.0,4.2,2,3.0,2.0
2883,72.0,5.75,3,3.0,4.0
2884,111.0,6.45,3,3.0,3.0
2885,80.0,7.0,3,3.0,3.0
2886,35.0,2.45,2,2.0,2.0
2887,55.0,3.8,1,2.0,1.0
2888,50.0,2.35,3,5.0,3.0
2889,125.0,21.5,,5.0,5.0
2890,61.0,3.5,3,5.0,5.0
2891,67.0,2.45,2,2.0,2.0
2892,50.0,2.35,3,5.0,3.0
2893,64.0,2.25,2,,
2894,130.0,2.99,1,2.0,1.0
2895,90.0,12.7,,5.0,5.0
2896,35.0,2.45,2,2.0,2.0
2897,67.0,3.9,2,3.0,2.0
2898,100.0,10.5,3,4.0,4.0
2899,99.0,7.0,,,
2900,41.0,3.45,3,3.0,2.0
2901,100.0,6.0,,,
2902,150.0,7.3,,,
2903,95.0,5.0,,,
2904,160.0,10.8,,,
2905,96.0,6.8,,,
2906,100.0,4.7,,,
2907,75.0,6.5,,,
2908,100.0,4.7,,,
2909,99.0,7.0,,,
2910,66.0,5.2,,,
2911,65.0,6.3,,,
2912,65.0,6.0,,,
2913,75.0,6.9,,,
2914,115.0,7.5,,,
2915,51.0,4.15,3,3.0,3.0
2916,90.0,16.5,,11.0,11.0
2917,160.0,28.4,3,12.0,4.0
2918,100.0,4.25,2,3.0,3.0
2919,62.0,5.1,3,3.0,3.0
2920,70.0,5.65,3,4.0,3.0
2921,72.0,9.99,4,3.0,4.0
2922,50.0,3.3,2,3.0,2.0
2923,70.0,5.95,2,3.0,2.0
2924,90.0,6.8,3,5.0,5.0
2925,70.0,5.95,2,3.0,2.0
2926,40.0,2.2,2,2.0,2.0
2927,105.0,8.2,3,4.0,4.0
2928,100.0,10.0,3,4.0,4.0
2929,140.0,6.5,,,
2930,75.0,7.6,,,
2931,130.0,16.9,,,
2932,100.0,4.3,,,
2933,230.0,20.0,,,
2934,90.0,6.5,,,
2935,100.0,4.65,,,
2936,100.0,14.5,,,
2937,90.0,7.3,,,
2938,100.0,6.2,,,
2939,100.0,8.3,,,
2940,70.0,4.9,3,4.0,3.0
2941,82.0,8.4,3,3.0,3.0
2942,112.0,21.0,,,
2943,100.0,4.7,,,
2944,100.0,6.3,,,
2945,97.0,6.5,,,
2946,68.0,5.9,,,
2947,110.0,13.5,,,
2948,125.0,4.55,,,
2949,68.0,6.98,,,
2950,125.0,21.5,,5.0,5.0
2951,87.0,5.7,2,3.0,2.0
2952,68.0,3.34,2,2.0,2.0
2953,51.0,3.6,3,3.0,3.0
2954,94.0,7.9,3,5.0,4.0
2955,100.0,3.9,,,
2956,68.0,5.9,,,
2957,125.0,21.5,,5.0,5.0
2958,430.0,11.5,2,3.0,2.0
2959,85.0,11.4,3,4.0,4.0
2960,68.0,3.85,2,2.0,2.0
2961,71.0,2.8,2,2.0,2.0
2962,80.0,8.4,,,
2963,100.0,8.0,,,
2964,105.0,4.7,,,
2965,88.0,4.9,,,
2966,100.0,20.5,,,
2967,90.0,8.5,,,
2968,100.0,5.6,,,
2969,100.0,7.7,,,
2970,75.0,13.0,,,
2971,95.0,10.0,,,
2972,100.0,10.6,,,
2973,125.0,9.3,,,
2974,80.0,5.0,,,
2975,65.0,9.6,,,
2976,150.0,16.0,,,
2977,95.0,6.6,,,
2978,115.0,7.9,,,
2979,100.0,11.7,,,
2980,100.0,4.85,3,3.0,
2981,82.0,5.4,2,2.0,2.0
2982,95.0,6.35,2,2.0,2.0
2983,65.0,3.25,2,2.0,2.0
2984,26.0,1.75,2,2.0,2.0
2985,71.0,2.8,2,2.0,2.0
2986,96.0,5.3,3,5.0,5.0
2987,78.0,4.65,3,3.0,3.0
2988,77.0,3.8,2,3.0,2.0
2989,75.0,4.55,2,3.0,2.0
2990,75.0,8.5,,,
2991,60.0,4.7,,,
2992,60.0,6.0,,,
2993,169.0,20.0,,,
2994,100.0,7.8,,,
2995,108.0,9.5,,,
2996,64.0,6.0,,,
2997,90.0,7.0,,,
2998,54.0,4.8,,,
2999,100.0,8.0,,,
3000,100.0,26.0,,,
3001,100.0,11.0,,,
3002,80.0,8.2,,,
3003,96.0,9.8,,,
3004,145.0,17.5,,,
3005,100.0,10.5,,,
3006,96.0,10.8,,,
3007,130.0,14.5,,,
3008,80.0,5.0,,,
3009,180.0,6.5,,,
3010,100.0,6.8,,,
3011,75.0,6.2,,,
3012,175.0,13.5,,,
3013,112.0,6.2,,,
3014,90.0,5.0,,,
3015,110.0,9.5,,,
3016,127.0,11.0,,,
3017,100.0,6.4,,,
3018,90.0,12.5,,,
3019,116.0,7.2,,,
3020,138.0,16.0,,,
3021,90.0,10.8,,,
3022,100.0,11.0,,,
3023,70.0,6.2,,,
3024,95.0,10.5,,,
3025,100.0,20.0,,,
3026,65.0,5.3,,,
3027,100.0,8.5,,,
3028,60.0,4.5,,,
3029,95.0,8.0,3,3.0,3.0
3030,77.0,3.55,2,2.0,2.0
3031,48.0,4.6,3,2.0,2.0
3032,38.0,2.75,2,3.0,2.0
3033,50.0,3.55,3,3.0,3.0
3034,205.0,8.5,1,1.0,1.0
3035,56.0,4.67,3,2.0,2.0
3036,100.0,6.5,,,
3037,99.0,5.5,,,
3038,95.0,6.7,,,
3039,60.0,4.8,,,
3040,90.0,26.0,,,
3041,100.0,9.5,,,
3042,75.0,5.4,,,
3043,114.0,7.3,,,
3044,138.0,7.2,,,
3045,55.0,5.6,,,
3046,110.0,8.0,,,
3047,100.0,12.2,,,
3048,100.0,5.2,,,
3049,70.0,5.0,,,
3050,130.0,11.0,,,
3051,100.0,4.8,,,
3052,60.0,2.0,1,,
3053,120.0,2.3,1,2.0,1.0
3054,120.0,2.3,1,2.0,1.0
3055,26.0,1.75,2,2.0,2.0
3056,46.0,1.92,3,2.0,2.0
3057,84.0,3.49,3,3.0,2.0
3058,358.0,50.0,,,
3059,45.0,2.65,2,2.0,2.0
3060,98.0,11.0,,,
3061,30.0,1.98,2,2.0,2.0
3062,81.0,3.45,,3.0,2.0
3063,77.0,3.8,2,3.0,2.0
3064,130.0,2.99,1,2.0,1.0
3065,65.0,3.45,2,2.0,2.0
3066,106.0,3.85,2,3.0,2.0
3067,82.0,5.4,2,2.0,2.0
3068,50.0,3.55,3,3.0,3.0
3069,50.0,2.3,2,2.0,2.0
3070,50.0,2.3,2,2.0,2.0
3071,125.0,21.5,,5.0,5.0
3072,70.0,2.25,1,1.0,1.0
3073,60.0,2.85,2,3.0,2.0
3074,130.0,6.3,3,3.0,3.0
3075,105.0,3.5,2,3.0,2.0
3076,125.0,21.5,,5.0,5.0
3077,105.0,3.5,2,3.0,2.0
3078,53.0,3.9,2,3.0,20.0
3079,54.0,2.95,2,4.0,2.0
3080,85.0,2.39,2,2.0,1.0
3081,100.0,6.75,3,4.0,3.0
3082,86.0,6.3,3,3.0,4.0
3083,205.0,8.5,1,1.0,1.0
3084,26.0,1.75,2,2.0,2.0
3085,112.0,2.75,1,3.0,2.0
3086,19.0,1.29,2,2.0,2.0
3087,68.0,3.2,1,2.0,1.0
3088,50.0,3.7,4,5.0,2.0
3089,110.0,4.5,1,3.0,3.0
3090,64.0,3.25,2,3.0,2.0
3091,162.0,19.9,3,4.0,4.0
3092,162.0,19.9,3,4.0,4.0
3093,72.0,5.75,4,4.0,5.0
3094,65.0,3.85,3,3.0,3.0
3095,58.0,2.85,2,2.0,1.0
3096,58.0,2.85,1,2.0,1.0
3097,50.0,3.95,3,3.0,2.0
3098,50.0,3.95,3,3.0,2.0
3099,58.0,2.85,1,2.0,1.0
3100,56.0,4.15,3,3.0,3.0
3101,45.0,3.5,4,3.0,4.0
3102,48.0,12.5,,5.0,5.0
3103,50.0,3.85,3,3.0,2.0
3104,72.0,3.3,2,3.0,2.0
3105,72.0,3.3,2,3.0,2.0
3106,150.0,7.1,3,3.0,3.0
3107,81.0,5.3,3,3.0,3.0
3108,90.0,3.9,2,3.0,2.0
3109,112.0,3.95,2,3.0,3.0
3110,118.0,14.0,4,5.0,5.0
3111,112.0,3.95,2,3.0,3.0
3112,90.0,6.8,3,5.0,5.0
3113,125.0,22.5,,5.0,5.0
3114,70.0,4.8,3,4.0,4.0
3115,65.0,2.65,2,2.0,2.0
3116,108.0,14.7,3,3.0,3.0
3117,205.0,8.5,1,1.0,1.0
3118,46.0,1.95,3,2.0,2.0
3119,60.0,8.5,2,3.0,3.0
3120,81.0,5.35,3,4.0,4.0
3121,26.0,1.75,2,2.0,2.0
3122,105.0,4.3,2,3.0,2.0
3123,100.0,10.5,2,3.0,3.0
3124,26.0,1.75,2,2.0,2.0
3125,64.0,3.29,2,3.0,3.0
3126,54.0,2.95,2,2.0,2.0
3127,125.0,6.2,1,2.0,1.0
3128,87.0,2.89,2,3.0,2.0
3129,87.0,2.89,2,3.0,2.0
3130,105.0,15.0,,,
3131,52.0,3.2,2,2.0,2.0
3132,90.0,6.1,3,3.0,3.0
3133,99.0,5.25,2,2.0,2.0
3134,52.0,3.2,2,2.0,2.0
3135,82.0,5.45,2,2.0,2.0
3136,70.0,5.65,3,4.0,3.0
3137,38.0,1.85,2,2.0,2.0
3138,10180.0,6.3,,,
3139,93.0,9.5,2,3.0,3.0
3140,124.0,14.0,3,4.0,4.0
3141,68.0,5.65,3,3.0,3.0
3142,180.0,25.5,3,5.0,
3143,264.0,16.3,,5.0,
3144,90.0,7.6,,,
3145,120.0,15.0,,1.0,1.0
3146,80.0,5.45,2,3.0,
3147,80.0,5.1,3,3.0,3.0
3148,45.0,4.58,3,3.0,3.0
3149,68.0,2.45,2,2.0,2.0
3150,38.0,1.95,2,2.0,2.0
3151,205.0,8.5,1,1.0,1.0
3152,61.0,4.89,1,1.0,1.0
3153,38.0,1.95,2,2.0,2.0
3154,29.0,1.59,2,2.0,2.0
3155,85.0,3.8,3,4.0,3.0
3156,56.0,7.8,4,3.0,3.0
3157,60.0,10.0,3,5.0,
3158,70.0,2.95,2,2.0,2.0
3159,75.0,4.7,3,5.0,5.0
3160,90.0,2.85,4,4.0,
3161,80.0,5.6,3,3.0,3.0
3162,80.0,5.6,3,3.0,3.0
3163,105.0,10.5,,,
3164,75.0,5.6,,,
3165,150.0,9.3,1,2.0,1.0
3166,60.0,8.1,2,3.0,2.0
3167,70.0,2.97,2,3.0,2.0
3168,70.0,2.97,2,3.0,2.0
3169,65.0,2.65,2,2.0,2.0
3170,85.0,6.35,3,3.0,4.0
3171,100.0,5.5,,,
3172,100.0,6.3,,,
3173,70.0,10.0,,,
3174,50.0,1.95,2,2.0,2.0
3175,56.0,4.67,3,2.0,2.0
3176,50.0,3.85,3,3.0,2.0
3177,30.0,2.65,3,3.0,2.0
3178,55.0,5.59,3,3.0,3.0
3179,63.0,2.58,2,3.0,2.0
3180,70.0,2.98,2,2.0,2.0
3181,80.0,6.9,4,7.0,
3182,73.0,4.48,2,3.0,3.0
3183,77.0,4.75,2,3.0,2.0
3184,81.0,3.6,2,2.0,2.0
3185,70.0,4.8,3,4.0,4.0
3186,85.0,6.35,3,3.0,4.0
3187,74.0,5.4,2,3.0,3.0
3188,52.0,5.4,4,4.0,
3189,36.0,2.15,2,3.0,2.0
3190,81.0,3.6,2,2.0,2.0
3191,72.0,3.35,2,3.0,2.0
3192,48.0,3.5,2,2.0,2.0
3193,61.0,2.55,3,3.0,2.0
3194,150.0,10.2,2,4.0,4.0
3195,150.0,10.2,2,4.0,4.0
3196,108.0,8.1,4,5.0,5.0
3197,61.0,5.1,3,3.0,
3198,90.0,22.5,4,7.0,
3199,85.0,20.0,,,
3200,65.0,3.25,2,3.0,2.0
3201,100.0,3.35,3,3.0,2.0
3202,82.0,4.2,2,2.0,2.0
3203,61.0,7.7,,,
3204,56.0,4.67,3,2.0,2.0
3205,100.0,4.4,3,3.0,3.0
3206,100.0,2.95,1,2.0,2.0
3207,92.0,2.9,2,2.0,1.0
3208,50.0,2.68,1,2.0,1.0
3209,78.0,5.2,2,3.0,
3210,68.0,3.85,2,2.0,2.0
3211,143.0,7.9,2,5.0,4.0
3212,35.0,1.79,1,1.0,1.0
3213,83.0,3.8,3,3.0,3.0
3214,140.0,2.75,1,5.0,5.0
3215,92.0,4.65,1,2.0,2.0
3216,68.0,2.45,2,2.0,2.0
3217,120.0,14.0,,5.0,5.0
3218,65.0,3.25,2,3.0,2.0
3219,140.0,6.95,2,4.0,3.0
3220,60.0,4.9,3,5.0,5.0
3221,50.0,4.5,2,2.0,2.0
3222,116.0,12.9,1,2.0,1.0
3223,156.0,10.5,3,5.0,5.0
3224,66.0,4.0,2,3.0,3.0
3225,92.0,7.45,3,3.0,3.0
3226,127.0,5.55,2,3.0,2.0
3227,115.0,12.0,1,4.0,4.0
3228,110.0,6.3,2,4.0,2.0
3229,77.0,3.85,2,3.0,2.0
3230,48.0,2.48,2,3.0,
3231,68.0,5.5,2,2.0,3.0
3232,86.0,5.7,1,3.0,
3233,72.0,9.99,4,3.0,4.0
3234,54.0,7.0,3,3.0,3.0
3235,75.0,3.68,2,3.0,3.0
3236,56.0,4.15,3,4.0,4.0
3237,92.0,4.65,1,2.0,2.0
3238,60.0,4.9,3,5.0,5.0
3239,50.0,2.1,2,2.0,2.0
3240,80.0,6.3,,,
3241,46.0,1.95,3,2.0,2.0
3242,50.0,2.55,2,3.0,2.0
3243,82.0,4.2,2,2.0,2.0
3244,51.0,2.8,3,3.0,
3245,90.0,3.25,1,2.0,2.0
3246,370.0,28.0,3,5.0,5.0
3247,90.0,3.25,1,2.0,2.0
3248,87.0,5.7,2,3.0,2.0
3249,60.0,5.0,3,3.0,3.0
3250,54.0,3.75,3,3.0,3.0
3251,206.0,12.95,3,5.0,5.0
3252,132.0,20.5,,5.0,5.0
3253,60.0,2.85,1,2.0,2.0
3254,46.0,1.95,3,2.0,2.0
3255,145.0,2.05,1,2.0,1.0
3256,60.0,2.85,1,2.0,2.0
3257,46.0,1.95,3,2.0,2.0
3258,107.0,13.2,3,3.0,3.0
3259,87.0,5.7,2,3.0,2.0
3260,87.0,5.7,2,3.0,2.0
3261,57.0,4.67,3,3.0,3.0
3262,93.0,5.5,2,3.0,2.0
3263,42.0,1.99,2,3.0,2.0
3264,41.0,1.85,2,2.0,2.0
3265,99.0,9.5,2,3.0,4.0
3266,370.0,28.0,3,5.0,5.0
3267,57.0,4.67,3,3.0,3.0
3268,104.0,7.3,3,3.0,4.0
3269,206.0,12.95,3,5.0,5.0
3270,65.0,2.65,1,2.0,2.0
3271,85.0,5.95,2,3.0,2.0
3272,3.0,2.15,2,2.0,1.0
3273,56.0,6.95,3,3.0,3.0
3274,70.0,3.75,2,3.0,2.0
3275,180.0,12.8,3,4.0,4.0
3276,100.0,5.9,3,4.0,4.0
3277,100.0,7.85,3,3.0,
3278,54.0,2.95,2,4.0,2.0
3279,117.0,7.8,3,5.0,3.0
3280,57.0,4.67,3,3.0,3.0
3281,100.0,30.0,,4.0,4.0
3282,68.0,2.45,2,2.0,2.0
3283,150.0,15.5,3,4.0,4.0
3284,3.0,2.15,2,2.0,1.0
3285,150.0,20.5,2,4.0,5.0
3286,370.0,28.0,3,5.0,5.0
3287,65.0,2.65,1,2.0,2.0
3288,47.0,5.1,3,3.0,3.0
3289,59.0,3.1,2,3.0,2.0
3290,56.0,2.58,2,2.0,2.0
3291,81.0,6.1,4,4.0,3.0
3292,75.0,2.65,1,3.0,1.0
3293,66.0,2.6,2,3.0,2.0
3294,63.0,4.5,2,4.0,3.0
3295,117.0,7.8,3,5.0,3.0
3296,73.0,3.75,2,2.0,2.0
3297,57.0,3.65,3,4.0,3.0
3298,56.0,2.58,2,2.0,2.0
3299,67.0,12.0,3,3.0,4.0
3300,66.0,2.6,2,3.0,2.0
3301,155.0,29.7,3,5.0,5.0
3302,64.0,5.9,2,3.0,3.0
3303,130.0,13.0,2,3.0,3.0
3304,130.0,16.9,2,3.0,3.0
3305,54.0,2.95,2,4.0,2.0
3306,85.0,5.5,3,4.0,3.0
3307,200.0,13.0,3,5.0,5.0
3308,180.0,24.8,,5.0,5.0
3309,200.0,13.0,3,5.0,5.0
3310,90.0,13.4,,5.0,5.0
3311,63.0,4.7,2,4.0,3.0
3312,50.0,3.35,3,3.0,3.0
3313,107.0,13.2,3,3.0,3.0
3314,63.0,4.7,2,4.0,3.0
3315,190.0,12.0,3,5.0,5.0
3316,160.0,3.3,1,2.0,2.0
3317,62.0,4.7,2,3.0,3.0
3318,91.0,13.0,,11.0,
3319,213.0,12.3,1,2.0,2.0
3320,83.0,13.99,4,4.0,4.0
3321,83.0,13.99,4,4.0,4.0
3322,40.0,3.05,3,3.0,4.0
3323,136.0,18.0,4,5.0,5.0
3324,58.0,2.65,2,3.0,2.0
3325,33.0,1.88,3,2.0,2.0
3326,150.0,10.0,2,5.0,5.0
3327,65.0,5.0,2,3.0,3.0
3328,60.0,3.67,3,4.0,3.0
3329,100.0,2.85,1,3.0,2.0
3330,82.0,4.35,1,4.0,4.0
3331,33.0,2.45,3,3.0,2.0
3332,33.0,1.88,3,2.0,2.0
3333,40.0,2.7,,2.0,2.0
3334,150.0,10.0,2,5.0,5.0
3335,33.0,1.88,3,2.0,2.0
3336,33.0,2.45,3,3.0,2.0
3337,155.0,12.9,3,5.0,4.0
3338,64.0,3.0,3,3.0,3.0
3339,64.0,3.0,3,3.0,3.0
3340,136.0,18.0,4,5.0,5.0
3341,110.0,6.9,2,3.0,2.0
3342,37.0,2.15,2,2.0,2.0
3343,136.0,18.0,4,5.0,5.0
3344,136.0,18.0,4,5.0,5.0
3345,180.0,14.5,2,3.0,2.0
3346,94.0,3.9,1,2.0,2.0
3347,41.0,1.75,2,2.0,2.0
3348,50.0,4.5,2,2.0,2.0
3349,100.0,4.39,3,3.0,3.0
3350,34.0,1.7,,1.0,1.0
3351,34.0,1.7,,1.0,1.0
3352,57.0,3.4,2,3.0,3.0
3353,201.0,8.45,2,5.0,5.0
3354,44.0,4.65,3,3.0,3.0
3355,80.0,13.7,3,4.0,3.0
3356,57.0,5.65,3,3.0,3.0
3357,500.0,35.0,3,2.0,2.0
3358,73.0,12.99,3,3.0,3.0
3359,72.0,9.99,4,3.0,4.0
3360,168.0,10.5,2,2.0,2.0
3361,54.0,2.92,2,4.0,2.0
3362,87.0,8.99,,5.0,5.0
3363,50.0,4.5,2,2.0,2.0
3364,100.0,6.8,3,4.0,3.0
3365,103.0,8.5,,5.0,5.0
3366,55.0,3.6,2,4.0,2.0
3367,90.0,6.1,3,3.0,4.0
3368,50.0,4.5,2,2.0,2.0
3369,82.0,5.6,3,3.0,3.0
3370,85.0,3.75,2,2.0,2.0
3371,122.0,5.8,2,3.0,3.0
3372,60.0,3.25,3,3.0,3.0
3373,90.0,9.5,,,
3374,93.0,6.95,3,4.0,4.0
3375,98.0,16.5,,3.0,3.0
3376,90.0,9.5,,11.0,11.0
3377,44.0,2.28,2,3.0,1.0
3378,67.0,2.45,2,2.0,2.0
3379,75.0,4.4,1,4.0,2.0
3380,93.0,7.35,3,3.0,3.0
3381,640.0,3.5,,,
3382,107.0,13.2,3,3.0,3.0
3383,82.0,5.2,2,2.0,2.0
3384,90.0,16.0,,11.0,11.0
3385,90.0,17.5,1,1.0,1.0
3386,141.0,14.0,1,3.0,2.0
3387,80.0,5.9,2,3.0,3.0
3388,89.0,8.0,,2.0,2.0
3389,132.0,9.0,3,5.0,5.0
3390,180.0,14.5,1,3.0,2.0
3391,120.0,8.0,4,4.0,4.0
3392,37.0,1.85,1,2.0,1.0
3393,100.0,9.5,2,3.0,4.0
3394,40.0,1.99,2,2.0,2.0
3395,100.0,3.45,1,4.0,3.0
3396,220.0,16.0,,,
3397,60.0,3.25,3,3.0,3.0
3398,56.0,6.95,3,3.0,3.0
3399,72.0,3.35,2,3.0,2.0
3400,60.0,3.99,3,4.0,3.0
3401,44.0,4.65,3,3.0,3.0
3402,100.0,6.5,3,3.0,3.0
3403,156.0,10.3,4,5.0,5.0
3404,114.0,13.0,3,,
3405,80.0,5.8,3,3.0,3.0
3406,87.0,12.9,3,3.0,4.0
3407,40.0,1.99,2,2.0,2.0
3408,56.0,4.75,3,3.0,3.0
3409,149.0,9.5,2,5.0,5.0
3410,100.0,14.15,4,4.0,4.0
3411,80.0,10.5,3,3.0,3.0
3412,90.0,3.79,2,3.0,3.0
3413,82.0,4.2,2,2.0,2.0
3414,157.0,12.0,,,
3415,60.0,2.25,1,2.0,1.0
3416,100.0,14.15,4,4.0,4.0
3417,80.0,10.5,3,3.0,3.0
3418,90.0,25.0,,5.0,5.0
3419,85.0,7.9,,2.0,2.0
3420,72.0,9.99,4,3.0,4.0
3421,55.0,3.2,3,2.0,2.0
3422,120.0,4.4,2,3.0,3.0
3423,68.0,2.45,2,2.0,2.0
3424,28.0,1.56,2,2.0,2.0
3425,40.0,2.45,2,2.0,2.0
3426,76.0,3.3,3,3.0,4.0
3427,82.0,4.2,2,2.0,2.0
3428,51.0,1.78,2,3.0,2.0
3429,83.0,3.55,2,3.0,2.0
3430,87.0,5.45,2,2.0,2.0
3431,90.0,3.8,2,3.0,3.0
3432,99.0,5.29,2,2.0,2.0
3433,80.0,10.5,3,3.0,3.0
3434,150.0,9.5,2,5.0,5.0
3435,74.0,5.2,2,3.0,2.0
3436,87.0,5.45,2,2.0,2.0
3437,85.0,6.35,3,3.0,4.0
3438,40.0,2.7,2,2.0,2.0
3439,100.0,14.15,4,4.0,4.0
3440,72.0,3.35,2,2.0,2.0
3441,88.0,6.3,3,3.0,4.0
3442,56.0,5.6,2,3.0,2.0
3443,95.0,4.5,,3.0,2.0
3444,135.0,19.5,4,4.0,3.0
3445,53.0,5.5,4,3.0,4.0
3446,53.0,5.5,4,3.0,4.0
3447,72.0,9.99,4,3.0,4.0
3448,30.0,2.6,3,3.0,3.0
3449,88.0,6.3,3,3.0,4.0
3450,45.0,2.75,2,3.0,2.0
3451,100.0,11.5,,11.0,10.0
3452,41.0,1.79,2,2.0,2.0
3453,170.0,4.08,,4.0,3.0
3454,98.0,9.5,2,3.0,4.0
3455,100.0,14.2,4,4.0,4.0
3456,240.0,7.1,,5.0,4.0
3457,85.0,6.2,3,4.0,4.0
3458,90.0,3.8,2,3.0,3.0
3459,120.0,9.99,3,3.0,4.0
3460,150.0,9.5,2,5.0,5.0
3461,48.0,2.6,2,2.0,3.0
3462,60.0,4.1,3,4.0,3.0
3463,99.0,5.29,2,2.0,2.0
3464,70.0,7.4,3,4.0,3.0
